"BnaA01g04670D"	"Serine/threonine- / dual specificity protein kinase, catalytic  domain"
"BnaA01g05120D"	"O-methyltransferase, family 2"
"BnaA01g05120D"	"Caffeate O-methyltransferase (COMT) family"
"BnaA01g05120D"	"Winged helix-turn-helix transcription repressor DNA-binding domain"
"BnaA01g05220D"	"tRNA-dihydrouridine synthase, conserved site"
"BnaA01g05220D"	"tRNA-dihydrouridine synthase"
"BnaA01g05220D"	"Zinc finger, CCCH-type"
"BnaA01g05220D"	"Aldolase-type TIM barrel"
"BnaA01g05230D"	"GAGA binding-like"
"BnaA01g05240D"	"Kinesin, motor region, conserved site"
"BnaA01g05240D"	"Kinesin, motor domain"
"BnaA01g05240D"	"Protein of unknown function DUF3490"
"BnaA01g05270D"	"Glycoside hydrolase, family 9"
"BnaA01g05270D"	"Six-hairpin glycosidase-like"
"BnaA01g05270D"	"Glycoside hydrolase, family 9, active site"
"BnaA01g05270D"	"Six-hairpin glycosidase"
"BnaA01g05280D"	"Multi antimicrobial extrusion protein"
"BnaA01g05300D"	"ATPase, V0 complex, subunit 116kDa"
"BnaA01g05430D"	NA
"BnaA01g06050D"	"Tyrosine-protein kinase, catalytic domain"
"BnaA01g06050D"	"Serine/threonine- / dual specificity protein kinase, catalytic  domain"
"BnaA01g06050D"	"EGF-like calcium-binding"
"BnaA01g06050D"	"Serine-threonine/tyrosine-protein kinase catalytic domain"
"BnaA01g06050D"	"Wall-associated receptor kinase galacturonan-binding domain"
"BnaA01g06050D"	"Protein kinase, catalytic domain"
"BnaA01g06050D"	"Protein kinase-like domain"
"BnaA01g06050D"	"Serine/threonine-protein kinase, active site"
"BnaA01g06050D"	"Wall-associated kinase"
"BnaA01g06280D"	"WD40/YVTN repeat-like-containing domain"
"BnaA01g06280D"	"WD40-repeat-containing domain"
"BnaA01g06420D"	NA
"BnaA01g06440D"	NA
"BnaA01g07290D"	NA
"BnaA01g07610D"	"Pyrophosphate-dependent phosphofructokinase TP0108"
"BnaA01g07610D"	"Phosphofructokinase"
"BnaA01g07610D"	"Phosphofructokinase domain"
"BnaA01g07720D"	"Peptidase C14, caspase catalytic"
"BnaA01g07750D"	"DNA topoisomerase, type IIA-like domain"
"BnaA01g07750D"	"DNA topoisomerase, type IIA, central domain"
"BnaA01g07750D"	"DNA topoisomerase, type IIA, subunit B"
"BnaA01g07750D"	"Toprim domain"
"BnaA01g07750D"	"DNA gyrase B subunit, C-terminal"
"BnaA01g07750D"	"Ribosomal protein S5 domain 2-type fold"
"BnaA01g07750D"	"DNA topoisomerase, type IIA"
"BnaA01g07750D"	"DNA topoisomerase, type IIA, subunit B, domain 2"
"BnaA01g07750D"	"Alpha carbonic anhydrase"
"BnaA01g07750D"	"Histidine kinase-like ATPase, ATP-binding domain"
"BnaA01g07750D"	"DNA topoisomerase, type IIA, conserved site"
"BnaA01g07750D"	"DNA gyrase, subunit B"
"BnaA01g07750D"	"Ribosomal protein S5 domain 2-type fold, subgroup"
"BnaA01g07810D"	"AUX/IAA protein"
"BnaA01g07810D"	"Aux/IAA-ARF-dimerisation"
"BnaA01g08420D"	"Protein of unknown function DUF679"
"BnaA01g08560D"	NA
"BnaA01g09690D"	"Winged helix-turn-helix transcription repressor DNA-binding domain"
"BnaA01g09690D"	"Heat shock factor (HSF)-type, DNA-binding"
"BnaA01g09840D"	"Leucine-rich repeat"
"BnaA01g09840D"	"Disease resistance protein"
"BnaA01g09840D"	"NB-ARC"
"BnaA01g10620D"	"Peptidase S8, subtilisin, Ser-active site"
"BnaA01g10620D"	"Peptidase S8, subtilisin-related"
"BnaA01g10620D"	"Peptidase S8, subtilisin,  Asp-active site"
"BnaA01g10620D"	"Proteinase inhibitor I9"
"BnaA01g10620D"	"Peptidase S8/S53 domain"
"BnaA01g10980D"	"Zinc finger, RING-type, conserved site"
"BnaA01g10980D"	"Zinc finger, RING/FYVE/PHD-type"
"BnaA01g10980D"	"Zinc finger, RING-type"
"BnaA01g10980D"	"BRCT domain"
"BnaA01g10980D"	"Breast cancer type 1 susceptibility protein (BRCA1)"
"BnaA01g11230D"	"Protein kinase, catalytic domain"
"BnaA01g11230D"	"Serine/threonine- / dual specificity protein kinase, catalytic  domain"
"BnaA01g11230D"	"Protein kinase-like domain"
"BnaA01g11230D"	"PAN-2 domain"
"BnaA01g11230D"	"Concanavalin A-like lectin/glucanase, subgroup"
"BnaA01g11230D"	"S-locus glycoprotein"
"BnaA01g11230D"	"Serine/threonine-protein kinase, active site"
"BnaA01g11230D"	"Serine-threonine/tyrosine-protein kinase catalytic domain"
"BnaA01g11230D"	"Tyrosine-protein kinase, catalytic domain"
"BnaA01g11230D"	"Apple-like"
"BnaA01g11350D"	"F-box domain, cyclin-like"
"BnaA01g11390D"	"Vacuolar protein sorting-associated, VPS28"
"BnaA01g11390D"	"Vacuolar protein sorting-associated, VPS28, C-terminal"
"BnaA01g11390D"	"Vacuolar protein sorting-associated, VPS28, N-terminal"
"BnaA01g11510D"	"Major facilitator superfamily domain, general substrate transporter"
"BnaA01g11510D"	"Proton-dependent oligopeptide transporter family"
"BnaA01g11660D"	"Mss4-like"
"BnaA01g11660D"	"Peptide methionine sulphoxide reductase MrsB"
"BnaA01g11960D"	NA
"BnaA01g12130D"	NA
"BnaA01g12230D"	"Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain"
"BnaA01g12270D"	"Methyltransferase type 11"
"BnaA01g12370D"	"Homeodomain-like"
"BnaA01g12370D"	"Myb domain"
"BnaA01g12370D"	"SANT/Myb domain"
"BnaA01g12510D"	"Uncharacterised protein family Ycf49"
"BnaA01g12860D"	"Prenylated rab acceptor PRA1"
"BnaA01g13040D"	"Glucose/ribitol dehydrogenase"
"BnaA01g13040D"	"NAD(P)-binding domain"
"BnaA01g13040D"	"Short-chain dehydrogenase/reductase SDR"
"BnaA01g13050D"	"Toll/interleukin-1 receptor homology (TIR) domain"
"BnaA01g13160D"	"Protein of unknown function DUF295"
"BnaA01g13510D"	"Protein of unknown function DUF3252"
"BnaA01g14060D"	NA
"BnaA01g14250D"	NA
"BnaA01g14380D"	NA
"BnaA01g14510D"	"Uncharacterised conserved protein UCP012943"
"BnaA01g14560D"	"HSP20-like chaperone"
"BnaA01g14560D"	"Alpha crystallin/Hsp20 domain"
"BnaA01g14940D"	"Fatty acid hydroxylase"
"BnaA01g14950D"	"Glutamine cyclotransferase"
"BnaA01g14950D"	"WD40/YVTN repeat-like-containing domain"
"BnaA01g14950D"	"Quinoprotein amine dehydrogenase, beta chain-like"
"BnaA01g15100D"	"NIF system FeS cluster assembly, NifU, C-terminal"
"BnaA01g15670D"	"Vesicle transport protein, SFT2-like"
"BnaA01g15670D"	"Vesicle transport protein, Got1/SFT2-like"
"BnaA01g15710D"	"Oligopeptide transporter OPT superfamily"
"BnaA01g15710D"	"Tetrapeptide transporter, OPT1/isp4"
"BnaA01g16010D"	"Ribulose-phosphate binding barrel"
"BnaA01g16010D"	"Aldolase-type TIM barrel"
"BnaA01g16010D"	"Histidine biosynthesis"
"BnaA01g16010D"	"Histidine biosynthesis, HisF"
"BnaA01g16450D"	"Domain of unknown function DUF3700"
"BnaA01g16510D"	NA
"BnaA01g17170D"	"Peptidase aspartic, active site"
"BnaA01g17170D"	"Aspartic peptidase"
"BnaA01g17170D"	"Peptidase A1"
"BnaA01g17460D"	"Heavy metal-associated domain, HMA"
"BnaA01g17570D"	"Cysteine peptidase, asparagine active site"
"BnaA01g17570D"	"Peptidase C1A, papain C-terminal"
"BnaA01g17570D"	"Proteinase inhibitor I29, cathepsin propeptide"
"BnaA01g17570D"	"Cysteine peptidase, cysteine active site"
"BnaA01g17570D"	"Peptidase C1A, papain"
"BnaA01g18320D"	NA
"BnaA01g18340D"	"AIG1"
"BnaA01g18340D"	"Heat shock factor binding 1"
"BnaA01g18380D"	"Longin-like domain"
"BnaA01g18380D"	"Longin domain"
"BnaA01g18380D"	"Synaptobrevin"
"BnaA01g18400D"	"UDP-glucuronosyl/UDP-glucosyltransferase"
"BnaA01g18410D"	NA
"BnaA01g18540D"	"UDP-glucuronosyl/UDP-glucosyltransferase"
"BnaA01g18630D"	"Protein phosphatase 2A, regulatory B subunit, B56"
"BnaA01g18630D"	"Armadillo-type fold"
"BnaA01g18670D"	"UDP-glucuronosyl/UDP-glucosyltransferase"
"BnaA01g18750D"	"Cytidyltransferase-like domain"
"BnaA01g18750D"	"Rossmann-like alpha/beta/alpha sandwich fold"
"BnaA01g18770D"	"Zinc finger, DHHC-type, palmitoyltransferase"
"BnaA01g18770D"	"GH3 auxin-responsive promoter"
"BnaA01g18800D"	"Tudor domain"
"BnaA01g18880D"	"Cysteine synthase/cystathionine beta-synthase P-phosphate-binding site"
"BnaA01g18880D"	"Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily"
"BnaA01g18940D"	"F-box associated interaction domain"
"BnaA01g18940D"	"F-box domain, cyclin-like"
"BnaA01g18940D"	"F-box associated domain, type 3"
"BnaA01g18960D"	"CRC domain"
"BnaA01g19210D"	"NAF domain"
"BnaA01g19210D"	"NAF/FISL domain"
"BnaA01g19210D"	"Serine/threonine- / dual specificity protein kinase, catalytic  domain"
"BnaA01g19210D"	"Protein kinase-like domain"
"BnaA01g19210D"	"Protein kinase, catalytic domain"
"BnaA01g19210D"	"Protein kinase, ATP binding site"
"BnaA01g19210D"	"Tyrosine-protein kinase, catalytic domain"
"BnaA01g19210D"	"Serine/threonine-protein kinase, active site"
"BnaA01g19310D"	"RNA recognition motif domain"
"BnaA01g19310D"	"Nucleotide-binding, alpha-beta plait"
"BnaA01g19500D"	"Protein phosphatase 2C, manganese/magnesium aspartate binding site"
"BnaA01g19500D"	"Protein phosphatase 2C (PP2C)-like"
"BnaA01g19500D"	"Protein phosphatase 2C"
"BnaA01g19530D"	"Tetratricopeptide-like helical"
"BnaA01g19530D"	"Tetratricopeptide repeat-containing domain"
"BnaA01g19530D"	"Tetratricopeptide TPR-1"
"BnaA01g19960D"	"NB-ARC"
"BnaA01g20040D"	"NAD(P)-binding domain"
"BnaA01g20060D"	"Pentatricopeptide repeat"
"BnaA01g20060D"	"Tetratricopeptide-like helical"
"BnaA01g20350D"	"Lipase, class 3"
"BnaA01g20410D"	"Drug/metabolite transporter"
"BnaA01g20610D"	"Pentatricopeptide repeat"
"BnaA01g20610D"	"Tetratricopeptide-like helical"
"BnaA01g20790D"	"Proteinase inhibitor I29, cathepsin propeptide"
"BnaA01g20790D"	"Peptidase C1A, papain C-terminal"
"BnaA01g20790D"	"Cysteine peptidase, cysteine active site"
"BnaA01g20790D"	"Peptidase C1A, papain"
"BnaA01g20790D"	"Cysteine peptidase, histidine active site"
"BnaA01g20790D"	"Cysteine peptidase, asparagine active site"
"BnaA01g20830D"	NA
"BnaA01g21580D"	"Basic-leucine zipper domain"
"BnaA01g21720D"	"Histidine phosphatase superfamily, clade-1"
"BnaA01g21980D"	"P-type ATPase, phosphorylation site"
"BnaA01g21980D"	"Phospholipid-transporting  P-type ATPase, subfamily IV"
"BnaA01g21980D"	"P-type ATPase, A  domain"
"BnaA01g21980D"	"HAD-like domain"
"BnaA01g21980D"	"Cation-transporting P-type ATPase"
"BnaA01g21980D"	"P-type ATPase, cytoplasmic domain N"
"BnaA01g21990D"	"Protein of unknown function DUF2930"
"BnaA01g22000D"	"HEAT"
"BnaA01g22000D"	"HEAT repeat associated with sister chromatid cohesion protein"
"BnaA01g22000D"	"Armadillo-type fold"
"BnaA01g22000D"	"Armadillo-like helical"
"BnaA01g22010D"	NA
"BnaA01g22030D"	"Paired amphipathic helix"
"BnaA01g22030D"	"Histone deacetylase interacting"
"BnaA01g22040D"	"Dehydrogenase, E1 component"
"BnaA01g22040D"	"Pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit, subgroup y"
"BnaA01g22050D"	"Actin-binding FH2"
"BnaA01g22050D"	"Actin-binding FH2/DRF autoregulatory"
"BnaA01g22060D"	"TRAF-like"
"BnaA01g22060D"	"Phospholipase-like, arabidopsis"
"BnaA01g22060D"	"MATH"
"BnaA01g22110D"	"Protein of unknown function DUF4228"
"BnaA01g22120D"	"Xanthine/uracil/vitamin C permease"
"BnaA01g22130D"	NA
"BnaA01g22150D"	"Transcription factor MYC/MYB N-terminal"
"BnaA01g22170D"	"Cyclic nucleotide-binding domain"
"BnaA01g22170D"	"Cyclic nucleotide-binding-like"
"BnaA01g22170D"	"RmlC-like jelly roll fold"
"BnaA01g22440D"	"1,4-dihydroxy-2-naphthoate phytyltransferase"
"BnaA01g22440D"	"UbiA prenyltransferase family"
"BnaA01g22710D"	NA
"BnaA01g22940D"	"Mitochodrial transcription termination factor-related"
"BnaA01g22950D"	"Mitochodrial transcription termination factor-related"
"BnaA01g22980D"	"Protein of unknown function DUF4228"
"BnaA01g23010D"	"Syntaxin, N-terminal"
"BnaA01g23010D"	"Target SNARE coiled-coil domain"
"BnaA01g23010D"	"Syntaxin/epimorphin, conserved site"
"BnaA01g23010D"	"t-SNARE"
"BnaA01g23030D"	"Peptidase C48, SUMO/Sentrin/Ubl1"
"BnaA01g23030D"	"Domain of unknown function DUF1985"
"BnaA01g23390D"	NA
"BnaA01g23420D"	"Protein kinase, catalytic domain"
"BnaA01g23420D"	"Protein kinase-like domain"
"BnaA01g23420D"	"Aminoglycoside phosphotransferase"
"BnaA01g23420D"	"UbiB domain"
"BnaA01g23640D"	NA
"BnaA01g23690D"	"UBX"
"BnaA01g23710D"	"Beta-glucosidase, GBA2 type, N-terminal"
"BnaA01g23710D"	"Six-hairpin glycosidase-like"
"BnaA01g23710D"	"Beta-glucosidase, GBA2 type"
"BnaA01g23710D"	"Glucosylceramidase"
"BnaA01g23710D"	"Six-hairpin glycosidase"
"BnaA01g23800D"	NA
"BnaA01g24020D"	"Myc-type, basic helix-loop-helix (bHLH) domain"
"BnaA01g24480D"	NA
"BnaA01g25240D"	NA
"BnaA01g25610D"	"mRNA (guanine-N(7))-methyltransferase domain"
"BnaA01g25610D"	"mRNA (guanine-N(7))-methyltransferase"
"BnaA01g25880D"	"FAD linked oxidase, N-terminal"
"BnaA01g25880D"	"FAD-binding, type 2"
"BnaA01g25880D"	"CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2"
"BnaA01g25920D"	"Dynamin, GTPase domain"
"BnaA01g25920D"	"Dynamin"
"BnaA01g26040D"	"Protein of unknown function DUF566"
"BnaA01g26290D"	"Bromodomain"
"BnaA01g26290D"	"TAFII-230 TBP-binding"
"BnaA01g26290D"	"Transcription initiation factor TFIID subunit 1, domain of unknown function"
"BnaA01g26290D"	"Bromodomain, conserved site"
"BnaA01g26290D"	"Ubiquitin supergroup"
"BnaA01g26290D"	"Ubiquitin"
"BnaA01g26490D"	"Isy1-like splicing"
"BnaA01g26500D"	"Actin-related protein"
"BnaA01g26500D"	"Actin/actin-like conserved site"
"BnaA01g26500D"	"Actin, conserved site"
"BnaA01g26560D"	"Ribosomal protein L30e, conserved site"
"BnaA01g26560D"	"Ribosomal protein L30e"
"BnaA01g26560D"	"Ribosomal protein L7Ae/L30e/S12e/Gadd45"
"BnaA01g26690D"	NA
"BnaA01g26750D"	"Complex I subunit NDUFS6"
"BnaA01g26750D"	"NADH-ubiquinone oxidoreductase, subunit 10"
"BnaA01g26810D"	"Protein of unknown function DUF1639"
"BnaA01g27020D"	NA
"BnaA01g27040D"	NA
"BnaA01g27170D"	"CO/COL/TOC1, conserved site"
"BnaA01g27170D"	"Tify"
"BnaA01g27470D"	"Ubiquitin-conjugating enzyme, E2"
"BnaA01g27470D"	"Ubiquitin-conjugating enzyme/RWD-like"
"BnaA01g27740D"	"Pentatricopeptide repeat"
"BnaA01g27880D"	"Heat shock protein DnaJ, cysteine-rich domain"
"BnaA01g28190D"	"Peptidase T2, asparaginase 2"
"BnaA01g28200D"	"Photosystem I PsaH, reaction centre subunit VI"
"BnaA01g28400D"	"Protein kinase, catalytic domain"
"BnaA01g28400D"	"Protein kinase-like domain"
"BnaA01g28400D"	"Protein kinase, ATP binding site"
"BnaA01g28400D"	"Tyrosine-protein kinase, active site"
"BnaA01g28400D"	"Serine/threonine- / dual specificity protein kinase, catalytic  domain"
"BnaA01g28400D"	"Serine-threonine/tyrosine-protein kinase catalytic domain"
"BnaA01g28400D"	"Tyrosine-protein kinase, catalytic domain"
"BnaA01g28500D"	"Methyl-CpG DNA binding"
"BnaA01g28500D"	"DNA-binding, integrase-type"
"BnaA01g28550D"	"Peptidase S26B, eukaryotic signal peptidase"
"BnaA01g28550D"	"Peptidase S26A, signal peptidase I, conserved site"
"BnaA01g28550D"	"Peptidase S24/S26A/S26B"
"BnaA01g28550D"	"Peptidase S24/S26A/S26B/S26C, beta-ribbon domain"
"BnaA01g28550D"	"Peptidase S24/S26A/S26B/S26C"
"BnaA01g28570D"	"Protein of unknown function DUF761, plant"
"BnaA01g28850D"	"Ubiquitin-conjugating enzyme/RWD-like"
"BnaA01g28850D"	"Ubiquitin-conjugating enzyme, E2"
"BnaA01g29050D"	"Transcription factor, TCP"
"BnaA01g29050D"	"Transcription factor TCP subgroup"
"BnaA01g29060D"	NA
"BnaA01g29070D"	"Thioredoxin-like fold"
"BnaA01g29070D"	"Tetratricopeptide repeat"
"BnaA01g29070D"	"Tetratricopeptide-like helical"
"BnaA01g29070D"	"Tetratricopeptide repeat-containing domain"
"BnaA01g29070D"	"Thioredoxin domain"
"BnaA01g29080D"	"Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A"
"BnaA01g29550D"	NA
"BnaA01g29560D"	"Alpha-hydroxy acid dehydrogenase, FMN-dependent"
"BnaA01g29560D"	"Aldolase-type TIM barrel"
"BnaA01g29560D"	"FMN-dependent alpha-hydroxy acid dehydrogenase, active site"
"BnaA01g29560D"	"FMN-dependent dehydrogenase"
"BnaA01g29650D"	"CCAAT-binding factor, conserved site"
"BnaA01g29650D"	"CCAAT-binding transcription factor, subunit B"
"BnaA01g29730D"	"Zinc knuckle CX2CX4HX4C"
"BnaA01g29740D"	NA
"BnaA01g29850D"	NA
"BnaA01g29960D"	NA
"BnaA01g30430D"	"RNA recognition motif domain"
"BnaA01g30430D"	"PWI domain"
"BnaA01g30430D"	"Nucleotide-binding, alpha-beta plait"
"BnaA01g30460D"	"Leucine-rich repeat-containing N-terminal, type 2"
"BnaA01g30460D"	"Leucine-rich repeat"
"BnaA01g30460D"	"Leucine rich repeat 4"
"BnaA01g30480D"	NA
"BnaA01g30570D"	"Proteinase inhibitor I25, cystatin, conserved region"
"BnaA01g30570D"	"Proteinase inhibitor I25, cystatin"
"BnaA01g30570D"	"Cystatin"
"BnaA01g30720D"	"Protein of unknown function DUF667"
"BnaA01g30780D"	"Peptidase S10, serine carboxypeptidase"
"BnaA01g30790D"	"Serine/threonine- / dual specificity protein kinase, catalytic  domain"
"BnaA01g30790D"	"Tyrosine-protein kinase, active site"
"BnaA01g30790D"	"Protein kinase-like domain"
"BnaA01g30790D"	"Tyrosine-protein kinase, catalytic domain"
"BnaA01g30790D"	"Protein kinase, catalytic domain"
"BnaA01g30930D"	"Cleavage/polyadenylation specificity factor, A subunit, C-terminal"
"BnaA01g30930D"	"WD40-repeat-containing domain"
"BnaA01g30930D"	"WD40/YVTN repeat-like-containing domain"
"BnaA01g30940D"	"Yippee-like protein"
"BnaA01g30950D"	"SGNH hydrolase-type esterase domain"
"BnaA01g30950D"	"Lipase, GDSL"
"BnaA01g30990D"	NA
"BnaA01g31070D"	"Myb/SANT-like domain"
"BnaA01g31130D"	"Protein of unknown function DUF3594"
"BnaA01g31130D"	"Zinc finger, PHD-finger"
"BnaA01g31130D"	"Zinc finger, PHD-type, conserved site"
"BnaA01g31130D"	"Zinc finger, PHD-type"
"BnaA01g31130D"	"Zinc finger, RING/FYVE/PHD-type"
"BnaA01g31130D"	"Zinc finger, FYVE/PHD-type"
"BnaA01g31170D"	"Clathrin, heavy chain/VPS, 7-fold repeat"
"BnaA01g31170D"	"Armadillo-type fold"
"BnaA01g31170D"	"Tetratricopeptide-like helical"
"BnaA01g31170D"	"Clathrin, heavy chain, linker/propeller domain"
"BnaA01g31170D"	"Clathrin, heavy chain, propeller repeat"
"BnaA01g31170D"	"Clathrin, heavy chain, linker, core motif"
"BnaA01g31170D"	"Clathrin, heavy chain"
"BnaA01g31170D"	"Clathrin, heavy chain, propeller, N-terminal"
"BnaA01g31230D"	NA
"BnaA01g31240D"	"Leucine rich repeat 4"
"BnaA01g31240D"	"Leucine-rich repeat, typical subtype"
"BnaA01g31240D"	"Leucine-rich repeat-containing N-terminal, type 2"
"BnaA01g31240D"	"Leucine-rich repeat"
"BnaA01g31250D"	"Glycoside hydrolase, family 85"
"BnaA01g31390D"	NA
"BnaA01g31570D"	"Sulphite reductase, ferredoxin dependent"
"BnaA01g31570D"	"Nitrite/sulphite reductase iron-sulphur/siroheam-binding site"
"BnaA01g31570D"	"Nitrite/sulphite reductase 4Fe-4S domain"
"BnaA01g31570D"	"Nitrite/Sulfite reductase ferredoxin-like domain"
"BnaA01g31690D"	"Zinc finger, C2H2"
"BnaA01g31690D"	"Zinc finger, C2H2-like"
"BnaA01g31710D"	"Plant self-incompatibility S1"
"BnaA01g32180D"	"Ribosomal protein L4/L1e"
"BnaA01g32180D"	"60S ribosomal protein L4, C-terminal domain"
"BnaA01g32180D"	"Ribosomal protein L4 domain"
"BnaA01g32180D"	"Ribosomal protein L4/L1e, eukaryotic/archaeal, conserved site"
"BnaA01g32200D"	"Myb domain"
"BnaA01g32200D"	"SANT/Myb domain"
"BnaA01g32200D"	"Homeodomain-like"
"BnaA01g32200D"	"Myb domain, plants"
"BnaA01g32290D"	"Protein kinase, C-terminal"
"BnaA01g32290D"	"Protein kinase-like domain"
"BnaA01g32290D"	"Tyrosine-protein kinase, catalytic domain"
"BnaA01g32290D"	"Protein kinase, catalytic domain"
"BnaA01g32290D"	"AGC-kinase, C-terminal"
"BnaA01g32290D"	"Protein kinase, ATP binding site"
"BnaA01g32290D"	"Serine/threonine- / dual specificity protein kinase, catalytic  domain"
"BnaA01g32290D"	"Serine/threonine-protein kinase, active site"
"BnaA01g32680D"	"PAS domain"
"BnaA01g32680D"	"Serine/threonine-protein kinase CTR1"
"BnaA01g32680D"	"Serine/threonine-protein kinase, active site"
"BnaA01g32680D"	"Protein kinase, catalytic domain"
"BnaA01g32680D"	"Tyrosine-protein kinase, catalytic domain"
"BnaA01g32680D"	"Serine/threonine- / dual specificity protein kinase, catalytic  domain"
"BnaA01g32680D"	"Serine-threonine/tyrosine-protein kinase catalytic domain"
"BnaA01g32680D"	"Protein kinase-like domain"
"BnaA01g32690D"	NA
"BnaA01g32710D"	"Protein kinase-like domain"
"BnaA01g32710D"	"Serine/threonine-protein kinase, active site"
"BnaA01g32710D"	"Serine/threonine-protein kinase CTR1"
"BnaA01g32710D"	"Serine/threonine- / dual specificity protein kinase, catalytic  domain"
"BnaA01g32710D"	"Tyrosine-protein kinase, catalytic domain"
"BnaA01g32710D"	"Protein kinase, catalytic domain"
"BnaA01g32710D"	"PAS domain"
"BnaA01g32710D"	"Serine-threonine/tyrosine-protein kinase catalytic domain"
"BnaA01g32720D"	NA
"BnaA01g32790D"	"Glycoside hydrolase, superfamily"
"BnaA01g32790D"	"Glycoside hydrolase, family 1, active site"
"BnaA01g32790D"	"Glycoside hydrolase, catalytic domain"
"BnaA01g32790D"	"Glycoside hydrolase, family 1"
"BnaA01g33030D"	"Zinc finger, RING-type"
"BnaA01g33030D"	"Zinc finger, RING/FYVE/PHD-type"
"BnaA01g33040D"	"Zinc finger, RING-type"
"BnaA01g33040D"	"Zinc finger, RING/FYVE/PHD-type"
"BnaA01g33120D"	"Actin-related protein"
"BnaA01g33120D"	"Actin/actin-like conserved site"
"BnaA01g33120D"	"GDP-fucose protein O-fucosyltransferase"
"BnaA01g33250D"	"Protein of unknown function DUF4336"
"BnaA01g33280D"	"Protein kinase, ATP binding site"
"BnaA01g33280D"	"Serine/threonine- / dual specificity protein kinase, catalytic  domain"
"BnaA01g33280D"	"Ubiquitin-associated/translation elongation factor EF1B, N-terminal"
"BnaA01g33280D"	"Serine/threonine-protein kinase, active site"
"BnaA01g33280D"	"Protein kinase-like domain"
"BnaA01g33280D"	"Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote"
"BnaA01g33280D"	"Protein kinase, catalytic domain"
"BnaA01g33280D"	"Tyrosine-protein kinase, catalytic domain"
"BnaA01g33280D"	"Kinase associated domain 1 (KA1)"
"BnaA01g33320D"	"Starch synthase, catalytic domain"
"BnaA01g33330D"	"Major facilitator superfamily domain"
"BnaA01g33330D"	"General substrate transporter"
"BnaA01g33330D"	"Sugar transporter, conserved site"
"BnaA01g33330D"	"Sugar/inositol transporter"
"BnaA01g33330D"	"Major facilitator superfamily domain, general substrate transporter"
"BnaA01g33360D"	"Protein of unknown function DUF573"
